Id,Nombre,IdDepartamento,CodigoDane
966,CAJAMARCA,73,73124
967,CARMEN DE APICALÁ,73,73148
968,CASABIANCA,73,73152
969,CHAPARRAL,73,73168
970,COELLO,73,73200
971,COYAIMA,73,73217
972,CUNDAY,73,73226
973,DOLORES,73,73236
974,ESPINAL,73,73268
975,FALAN,73,73270
976,FLANDES,73,73275
977,FRESNO,73,73283
978,GUAMO,73,73319
979,HERVEO,73,73347
980,HONDA,73,73349
981,ICONONZO,73,73352
982,LÉRIDA,73,73408
983,LÍBANO,73,73411
984,SAN SEBASTIÁN DE MARIQUITA,73,73443
985,MELGAR,73,73449
986,MURILLO,73,73461
987,NATAGAIMA,73,73483
988,ORTEGA,73,73504
989,PALOCABILDO,73,73520
990,PIEDRAS,73,73547
991,PLANADAS,73,73555
992,PRADO,73,73563
993,PURIFICACIÓN,73,73585
994,RIOBLANCO,73,73616
995,RONCESVALLES,73,73622
996,ROVIRA,73,73624
997,SALDAÑA,73,73671
998,SAN ANTONIO,73,73675
999,SAN LUIS,73,73678
1000,SANTA ISABEL,73,73686
1001,SUÁREZ,73,73770
1002,VALLE DE SAN JUAN,73,73854
1003,VENADILLO,73,73861
1004,VILLAHERMOSA,73,73870
1005,VILLARRICA,73,73873
1006,CALI,76,76001
1007,ALCALÁ,76,76020
1008,ANDALUCÍA,76,76036
1009,ANSERMANUEVO,76,76041
1010,ARGELIA,76,76054
1011,BOLÍVAR,76,76100
1012,BUENAVENTURA,76,76109
1013,GUADALAJARA DE BUGA,76,76111
1014,BUGALAGRANDE,76,76113
1015,CAICEDONIA,76,76122
1016,CALIMA,76,76126
1017,CANDELARIA,76,76130
1018,CARTAGO,76,76147
1019,DAGUA,76,76233
1020,EL ÁGUILA,76,76243
1021,EL CAIRO,76,76246
1022,EL CERRITO,76,76248
1023,EL DOVIO,76,76250
1024,FLORIDA,76,76275
1025,GINEBRA,76,76306
1026,GUACARÍ,76,76318
1027,JAMUNDÍ,76,76364
1028,LA CUMBRE,76,76377
1029,LA UNIÓN,76,76400
1030,LA VICTORIA,76,76403
1031,OBANDO,76,76497
1032,PALMIRA,76,76520
1033,PRADERA,76,76563
1034,RESTREPO,76,76606
1035,RIOFRÍO,76,76616
1036,ROLDANILLO,76,76622
1037,SAN PEDRO,76,76670
1038,SEVILLA,76,76736
1039,TORO,76,76823
1040,TRUJILLO,76,76828
1041,TULUÁ,76,76834
1042,ULLOA,76,76845
1043,VERSALLES,76,76863
1044,VIJES,76,76869
1045,YOTOCO,76,76890
1046,YUMBO,76,76892
1047,ZARZAL,76,76895
1048,ARAUCA,81,81001
1049,ARAUQUITA,81,81065
1050,CRAVO NORTE,81,81220
1051,FORTUL,81,81300
1052,PUERTO RONDÓN,81,81591
1053,SARAVENA,81,81736
1054,TAME,81,81794
1055,YOPAL,85,85001
1056,AGUAZUL,85,85010
1057,CHÁMEZA,85,85015
1058,HATO COROZAL,85,85125
1059,LA SALINA,85,85136
1060,MANÍ,85,85139
1061,MONTERREY,85,85162
1062,NUNCHÍA,85,85225
1063,OROCUÉ,85,85230
1064,PAZ DE ARIPORO,85,85250
1065,PORE,85,85263
1066,RECETOR,85,85279
1067,SABANALARGA,85,85300
1068,SÁCAMA,85,85315
1069,SAN LUIS DE PALENQUE,85,85325
1070,TÁMARA,85,85400
1071,TAURAMENA,85,85410
1072,TRINIDAD,85,85430
1073,VILLANUEVA,85,85440
1074,MOCOA,86,86001
1075,COLÓN,86,86219
1076,ORITO,86,86320
1077,PUERTO ASÍS,86,86568
1078,PUERTO CAICEDO,86,86569
1079,PUERTO GUZMÁN,86,86571
1080,PUERTO LEGUÍZAMO,86,86573
1081,SIBUNDOY,86,86749
1082,SAN FRANCISCO,86,86755
1083,SAN MIGUEL,86,86757
1084,SANTIAGO,86,86760
1085,VALLE DEL GUAMUEZ,86,86865
1086,VILLAGARZÓN,86,86885
1087,SAN ANDRÉS,88,88001
1088,PROVIDENCIA,88,88564
1089,LETICIA,91,91001
1090,EL ENCANTO,91,91263
1091,LA CHORRERA,91,91405
1092,LA PEDRERA,91,91407
1093,LA VICTORIA,91,91430
1094,MIRITÍ - PARANÁ,91,91460
1095,PUERTO ALEGRÍA,91,91530
1096,PUERTO ARICA,91,91536
1097,PUERTO NARIÑO,91,91540
1098,PUERTO SANTANDER,91,91669
1099,TARAPACÁ,91,91798
1100,INÍRIDA,94,94001
1101,BARRANCOMINAS*,94,94343
1102,SAN FELIPE,94,94883
1103,PUERTO COLOMBIA,94,94884
1104,LA GUADALUPE,94,94885
1105,CACAHUAL,94,94886
1106,PANA PANA,94,94887
1107,MORICHAL,94,94888
1108,SAN JOSÉ DEL GUAVIARE,95,95001
1109,CALAMAR,95,95015
1110,EL RETORNO,95,95025
1111,MIRAFLORES,95,95200
1112,MITÚ,97,97001
1113,CARURÚ,97,97161
1114,PACOA,97,97511
1115,TARAIRA,97,97666
1116,PAPUNAHUA,97,97777
1117,YAVARATÉ,97,97889
1118,PUERTO CARREÑO,99,99001
1119,LA PRIMAVERA,99,99524
1120,SANTA ROSALÍA,99,99624
1121,CUMARIBO,99,99773
